url,date,time,author_name,author_link,quoted_user,posting,posting_wo_quote
/t3279775,2020-11-07,22:45,drossableost,/u1387476,NA,Såg också i uppland,Såg också i uppland
/t3279775,2020-11-07,22:48,skitpenna,/u1353506,corv1,Citat Ursprungligen postat av corv1Syndes i strängnäs med Och muller ca 4 minuter efter Såg exakt därifrån läskigt muller,Såg exakt därifrån läskigt muller
/t3279775,2020-11-07,22:50,Cornelia92,/u1039563,NA,Mystiskt ljusfenomen över SverigeVid halv elva har ett stort antal personer bevittnat ett mystiskt ljusfenomen över Mellansverige Vittnen beskriver att hela himlen lyst upp vid 22 30 Personerna som bevittnat fenomenet har befunnit sig i bland annat Eskilstuna Uppsala och Västerås Flera säger också att de hört en stor smäll och sedan ett bullrande ljud Vissa av dem menar att de aldrig hört något liknande förut Texten uppdateras https live aftonbladet se supernytt,Mystiskt ljusfenomen över SverigeVid halv elva har ett stort antal personer bevittnat ett mystiskt ljusfenomen över Mellansverige Vittnen beskriver att hela himlen lyst upp vid 22 30 Personerna som bevittnat fenomenet har befunnit sig i bland annat Eskilstuna Uppsala och Västerås Flera säger också att de hört en stor smäll och sedan ett bullrande ljud Vissa av dem menar att de aldrig hört något liknande förut Texten uppdateras https live aftonbladet se supernytt
/t3279775,2020-11-07,22:54,Pebbis,/u266004,NA,Elon Musk som är ute och provkör nya Tesla Skyrocket X Säkert en bolid Som här https omni se forskare om mystiska bolid a monz1,Elon Musk som är ute och provkör nya Tesla Skyrocket X Säkert en bolid Som här https omni se forskare om mystiska bolid a monz1
/t3279775,2020-11-07,22:57,jimmie7997,/u1138661,NA,Kan det möjligtvis vara en så kallad bolid,Kan det möjligtvis vara en så kallad bolid
/t3279775,2020-11-07,22:58,Narutoshippchop,/u1335263,NA,Läskigt Måste ha varit en ganska stor sten,Läskigt Måste ha varit en ganska stor sten
/t3279775,2020-11-07,22:58,ZipoBibo5E8,/u958383,NA,Citat Ursprungligen postat av Lilacwine84Såg precis ett blå grönt sken över Stockholm Precis som den där asteroiden i Ryssland Någon mer som såg Lite mer uppgifter skulle kunna hjälpa Har tittat rätt mycket på himlen genom årens lopp Både astronomi och rymdfartsnörd Ungefär hur lång tid Sekunder minuter mindre än en sekund Var det som en blixt eller tillräckligt för att se ett ökande och avtagande förlopp Var det jämnt över hela himlen eller starkare i en viss riktning Såg det ut att röra sig Vad är det för väder Mulet,Lite mer uppgifter skulle kunna hjälpa Har tittat rätt mycket på himlen genom årens lopp Både astronomi och rymdfartsnörd Ungefär hur lång tid Sekunder minuter mindre än en sekund Var det som en blixt eller tillräckligt för att se ett ökande och avtagande förlopp Var det jämnt över hela himlen eller starkare i en viss riktning Såg det ut att röra sig Vad är det för väder Mulet
/t3279775,2020-11-07,22:59,Ezity,/u1074283,NA,Klart som fan att man missar,Klart som fan att man missar
/t3279775,2020-11-07,23:02,Jagaerettbi,/u816656,NA,Såg det också vid Västerås Helt sjukt hela himlen lös verkligen upp i nån sekund,Såg det också vid Västerås Helt sjukt hela himlen lös verkligen upp i nån sekund
/t3279775,2020-11-07,23:03,Samuel332,/u805623,NA,Säkert en bolid hände 2017https www aftonbladet se nyheter a mlen var bolid,Säkert en bolid hände 2017https www aftonbladet se nyheter a mlen var bolid
/t3279775,2020-11-07,23:03,NorthSNKR,/u390954,NA,Hänt förut FB Något flög precis över centrala Sverige och lös upp himlen FB Ljusfenomen observerat över stora delar av landet,Hänt förut FB Något flög precis över centrala Sverige och lös upp himlen FB Ljusfenomen observerat över stora delar av landet
/t3279775,2020-11-07,23:03,BerraSWE,/u605196,NA,Borde vara någon som råkat filma det,Borde vara någon som råkat filma det
/t3279775,2020-11-07,23:03,Lilacwine84,/u1042734,NA,Citat Ursprungligen postat av ZipoBibo5E8Lite mer uppgifter skulle kunna hjälpa Har tittat rätt mycket på himlen genom årens lopp Både astronomi och rymdfartsnörd Ungefär hur lång tid Sekunder minuter mindre än en sekund Var det som en blixt eller tillräckligt för att se ett ökande och avtagande förlopp Var det jämnt över hela himlen eller starkare i en viss riktning Såg det ut att röra sig Vad är det för väder Mulet Skulle uppskatta det till ungefär 4 5 sekunder Det var inte en blixt jag såg ett avtagande förlopp Ganska mulet över Stockholm såg inte själva stenen men det lyste iallafall upp hela himlen genom mitt fönster och jag ser åt sydöst,Skulle uppskatta det till ungefär 4 5 sekunder Det var inte en blixt jag såg ett avtagande förlopp Ganska mulet över Stockholm såg inte själva stenen men det lyste iallafall upp hela himlen genom mitt fönster och jag ser åt sydöst
/t3279775,2020-11-07,23:04,Kirre-mandel,/u1391691,NA,Citat Ursprungligen postat av ZipoBibo5E8Lite mer uppgifter skulle kunna hjälpa Har tittat rätt mycket på himlen genom årens lopp Både astronomi och rymdfartsnörd Ungefär hur lång tid Sekunder minuter mindre än en sekund Var det som en blixt eller tillräckligt för att se ett ökande och avtagande förlopp Var det jämnt över hela himlen eller starkare i en viss riktning Såg det ut att röra sig Vad är det för väder Mulet I Enköping sågs ljuset fadeade in och ut under ca 5sek När ljuset var som starkast var det som dagsljus Mulen himmel Smällen var en dov och följdes av ett surrande muller som varade i ca 30 60sek,I Enköping sågs ljuset fadeade in och ut under ca 5sek När ljuset var som starkast var det som dagsljus Mulen himmel Smällen var en dov och följdes av ett surrande muller som varade i ca 30 60sek
/t3279775,2020-11-07,23:04,Jagaerettbi,/u816656,NA,Citat Ursprungligen postat av ZipoBibo5E8Lite mer uppgifter skulle kunna hjälpa Har tittat rätt mycket på himlen genom årens lopp Både astronomi och rymdfartsnörd Ungefär hur lång tid Sekunder minuter mindre än en sekund Var det som en blixt eller tillräckligt för att se ett ökande och avtagande förlopp Var det jämnt över hela himlen eller starkare i en viss riktning Såg det ut att röra sig Vad är det för väder Mulet Max 1 2 sekunder Mer som ett ökande grönt ljus som sedan försvann lika snabbt Alltså inte som ett blixtnedslag utan mer som en upptrappning och nedtrappning men väldigt snabbt Rörde sig från öst mot nordväst Mulet här,Max 1 2 sekunder Mer som ett ökande grönt ljus som sedan försvann lika snabbt Alltså inte som ett blixtnedslag utan mer som en upptrappning och nedtrappning men väldigt snabbt Rörde sig från öst mot nordväst Mulet här
