url,date,time,author_name,author_link,quoted_user,posting,posting_wo_quote
/t3023315,2019-02-27,20:00:00,knallpulver-fikus,/u977257,NA,Citat Ursprungligen postat av Mackan52Kongoleser utan tvekan Googla bara congolese och se själva Nja måste väl finnas mer aplika negrer än det här https www google com search q cong w 1781 bih 805,Nja måste väl finnas mer aplika negrer än det här https www google com search q cong w 1781 bih 805
/t3023315,2019-02-27,20:52:00,Mackan52,/u178422,knallpulver-fikus,Citat Ursprungligen postat av knallpulver fikusNja måste väl finnas mer aplika negrer än det här https www google com search q cong w 1781 bih 805https media npr org assets img 201 9 s800 c85 jpgDe vette fan Lita inte heller helt på pk googles alla sökresultat det var mest menat som en fingervisning I annat fall har vi ju pygméer http www outwardon com wp content 548729137 jpg,https media npr org assets img 201 9 s800 c85 jpgDe vette fan Lita inte heller helt på pk googles alla sökresultat det var mest menat som en fingervisning I annat fall har vi ju pygméer http www outwardon com wp content 548729137 jpg
/t3023315,2019-02-27,21:22:00,bajssmakarskitbra,/u1245525,NA,Jag tycker somalier i utseende och beteende påminner om apor,Jag tycker somalier i utseende och beteende påminner om apor
/t3023315,2019-02-27,21:41:00,Svulken,/u1257045,NA,Alla,Alla
/t3023315,2019-02-27,21:43:00,RudyardKipling,/u1040807,NA,Jag tycker den här bilden är hysteriskt rolig https 9gag com gag aQpQprK barack nana for scale Citat Ursprungligen postat av ConnyLingusDetta är ju en väldigt intressant likhet som förstås alla ser Även alla antirasister Det intressanta är ju om någon kallar en neger för apa så är det straffbart men kallar du en vit för apa så händer nog inget Alltså tycker även domare och andra som dömer ut straff för rasism även att negrer ser ut som apor Varför skulle det annars vara så känsligt Likheten är ju slående Varför får man då inte officiellt säga att en neger ser ut som en apa när de gör det Vem lurar man Den officiella historien är att vi alla härstammar från en gemensam apa i Afrika och gruppen som blev människa har utvecklats åt olika håll och olika mycket Vi i Norden har har tex tappat håret på kroppen och blivit ljusa i hyn samt fått blåa ögon Att afrikanen å sin sida inte behövt genomgå lika stor förändring från aptiden borde ju inte vara så kontroversiellt Känns det inte som om PK både försöker äta kakan och ha den kvar Är det inte rasism först när man börjar lägga värderingar bland de olika grupperna Att det blir kalabalik när man konstaterar vissa skillnader i grupperna som alla kan se är ju märkligt Citat Ursprungligen postat av Bill NDer finns inget behov av att uttrycka sig på det sättet Är det kränkande att vi härstammar från aporna eller att vi utvecklats olika mycket eller är det någon variant av sk hatfakta du stör dig på,Jag tycker den här bilden är hysteriskt rolig https 9gag com gag aQpQprK barack nana for scale Den officiella historien är att vi alla härstammar från en gemensam apa i Afrika och gruppen som blev människa har utvecklats åt olika håll och olika mycket Vi i Norden har har tex tappat håret på kroppen och blivit ljusa i hyn samt fått blåa ögon Att afrikanen å sin sida inte behövt genomgå lika stor förändring från aptiden borde ju inte vara så kontroversiellt Känns det inte som om PK både försöker äta kakan och ha den kvar Är det inte rasism först när man börjar lägga värderingar bland de olika grupperna Att det blir kalabalik när man konstaterar vissa skillnader i grupperna som alla kan se är ju märkligt Är det kränkande att vi härstammar från aporna eller att vi utvecklats olika mycket eller är det någon variant av sk hatfakta du stör dig på
/t3023315,2019-02-27,21:49:00,knallpulver-fikus,/u977257,NA,Citat Ursprungligen postat av Mackan52https media npr org assets img 201 9 s800 c85 jpgDe vette fan Lita inte heller helt på pk googles alla sökresultat det var mest menat som en fingervisning I annat fall har vi ju pygméer http www outwardon com wp content 548729137 jpgJa dessa pygméer påminner en del om apor dock inte gorillor utan nån annan art chimpanser kanske,Ja dessa pygméer påminner en del om apor dock inte gorillor utan nån annan art chimpanser kanske
/t3023315,2019-02-27,23:24:00,Ordpistolen,/u856881,NA,Boynces make https i pinimg com originals a7 64 8b402557dc jpg,Boynces make https i pinimg com originals a7 64 8b402557dc jpg
/t3023315,2019-02-28,09:52:00,Kniv-Yxa,/u804338,NA,Det ska väl vara på mycket långt håll och mycket närsynta personer som kan ta fel på människor och apor,Det ska väl vara på mycket långt håll och mycket närsynta personer som kan ta fel på människor och apor
/t3023315,2019-03-01,22:18:00,JohanSverkersson,/u984859,NA,Någon jag kommer att tänka på är han nigerianen som är tillsammans med den irländska modellen Emma Waldron snacka om omaka parhttps i dailymail co uk i pix 2011 x615 large jpg,Någon jag kommer att tänka på är han nigerianen som är tillsammans med den irländska modellen Emma Waldron snacka om omaka parhttps i dailymail co uk i pix 2011 x615 large jpg
/t3023315,2019-03-01,22:25:00,bajssmakarskitbra,/u1245525,NA,Citat Ursprungligen postat av JohanSverkerssonNågon jag kommer att tänka på är han nigerianen som är tillsammans med den irländska modellen Emma Waldron snacka om omaka parhttps i dailymail co uk i pix 2011 x615 large jpgJa verkligen borde förbjudas Påminner mig om ett föredetta par https jyllands posten dk kultur article4742511 ece,Ja verkligen borde förbjudas Påminner mig om ett föredetta par https jyllands posten dk kultur article4742511 ece
/t3023315,2019-03-02,20:35:00,standardsvar,/u575402,NA,Att ingen har nämnt aboriginerna i Australien Utseendemässigt är de i stort sett genomgående fula Och just väldigt aplika Dessutom har de haft extremt svårt att ställa om sig till det industrialiserade samhället Tycker att denna bild är slående https nouwcdn com 13 1350000 13450 orspace linearJag har faktiskt aldrig sett en vacker Australiensisk aborigin,Att ingen har nämnt aboriginerna i Australien Utseendemässigt är de i stort sett genomgående fula Och just väldigt aplika Dessutom har de haft extremt svårt att ställa om sig till det industrialiserade samhället Tycker att denna bild är slående https nouwcdn com 13 1350000 13450 orspace linearJag har faktiskt aldrig sett en vacker Australiensisk aborigin
/t3023315,2019-03-02,20:39:00,knallpulver-fikus,/u977257,standardsvar,Citat Ursprungligen postat av standardsvarJag har faktiskt aldrig sett en vacker Australiensisk aborigin Jo det fanns faktiskt en kvinnlig friidrottare som såg ganska bra ut men om hon bara var halvaborginial minns jag inte,Jo det fanns faktiskt en kvinnlig friidrottare som såg ganska bra ut men om hon bara var halvaborginial minns jag inte
